city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,population_proper,density,source,incorporated,timezone,zips,id
Greensboro,Greensboro,NC,North Carolina,37081,Guilford,36.096,-79.8275,331894,287027,874,polygon,TRUE,America/New_York,27410 27455 27408 27409 27403 27401 27406 27407 27405 27214 27402 27404 27411 27412 27413 27415 27416 27417 27419 27420 27425 27427 27429 27435 27438 27495 27497 27498 27499,1840013356
Fargo,Fargo,ND,North Dakota,38017,Cass,46.8654,-96.829,202146,120762,952,polygon,TRUE,America/Chicago,58102 58103 58105 58104 58106 58107 58108 58109 58121 58122 58124 58125 58126,1840000177
Bismarck,Bismarck,ND,North Dakota,38015,Burleigh,46.8127,-100.7694,96857,72417,849,polygon,TRUE,America/Chicago,58505 58504 58501 58503 58502 58506 58507,1840001926
Grand Forks,Grand Forks,ND,North Dakota,38035,Grand Forks,47.912,-97.0751,66487,57339,1097,polygon,TRUE,America/Chicago,58202 58203 58201 58206 58207 58208,1840000101
Minot,Minot,ND,North Dakota,38101,Ward,48.2375,-101.2779,50845,48743,700,polygon,TRUE,America/Chicago,58707 58703 58702 58701,1840000053
West Fargo,West Fargo,ND,North Dakota,38017,Cass,46.8565,-96.9048,34858,34858,866,polygon,TRUE,America/Chicago,58078,1840001935
Cleveland,Cleveland,OH,Ohio,39035,Cuyahoga,41.4766,-81.6805,1731637,385809,1917,polygon,TRUE,America/New_York,44135 44128 44120 44119 44113 44112 44111 44110 44115 44114 44144 44127 44104 44105 44106 44101 44102 44103 44108 44109 44181 44188 44190 44191 44192 44193 44194 44195 44197 44198 44199,1840000596
Cincinnati,Cincinnati,OH,Ohio,39061,Hamilton,39.1412,-84.506,1634573,298800,1480,polygon,TRUE,America/New_York,45219 45213 45212 45211 45217 45216 45214 45225 45229 45226 45227 45224 45204 45205 45206 45207 45202 45203 45208 45209 45223 45239 45238 45237 45220 45230 45233 45232 45201 45221 45222 45234 45235 45250 45253 45254 45258 45262 45263 45264 45267 45268 45269 45270 45271 45273 45274 45275 45277 45296 45298 45299 45999,1840003814
Columbus,Columbus,OH,Ohio,39049,Franklin,39.9859,-82.9852,1495146,860090,1522,polygon,TRUE,America/New_York,43026 43109 43054 43220 43221 43222 43223 43224 43081 43228 43227 43210 43213 43212 43215 43214 43217 43219 43002 43004 43068 43085 43240 43229 43235 43232 43231 43230 43119 43110 43017 43016 43137 43211 43202 43203 43201 43206 43207 43204 43205 43209 43216 43218 43226 43234 43236 43251 43260 43266 43268 43270 43271 43272 43279 43287 43291,1840003760
Dayton,Dayton,OH,Ohio,39113,Montgomery,39.7798,-84.1999,718772,140489,974,polygon,TRUE,America/New_York,45432 45402 45403 45406 45404 45405 45409 45428 45420 45424 45410 45414 45417 45419 45377 45401 45412 45413 45422 45423 45435 45437 45441 45448 45469 45470 45475 45479 45481 45482 45490,1840034249
Akron,Akron,OH,Ohio,39153,Summit,41.0802,-81.5219,565311,197633,1230,polygon,TRUE,America/New_York,44306 44307 44304 44305 44302 44303 44301 44308 44320 44314 44311 44310 44313 44312 44309 44315 44316 44317 44325 44326 44328 44334 44372 44396 44398,1840000791
Oklahoma City,Oklahoma City,OK,Oklahoma,40109,Oklahoma,35.4677,-97.5138,948154,638367,406,polygon,TRUE,America/Chicago,73012 73099 73097 73119 73118 73114 73117 73116 73111 73112 73020 73173 73013 73142 73141 73145 73149 73078 73106 73107 74857 73139 73132 73131 73135 73134 73008 73084 73105 73102 73162 73054 73151 73150 73159 73064 73108 73109 73104 73103 73129 73179 73170 73049 73169 73165 73127 73120 73121 73122 73128 73101 73113 73123 73124 73125 73126 73136 73137 73140 73143 73144 73146 73147 73148 73152 73153 73154 73155 73156 73157 73163 73164 73167 73172 73178 73184 73189 73190 73194 73195 73196,1840020428
Tulsa,Tulsa,OK,Oklahoma,40143,Tulsa,36.1284,-95.9037,674211,403090,790,polygon,TRUE,America/Chicago,74133 74130 74137 74135 74132 74136 74134 74145 74127 74110 74112 74114 74115 74117 74119 74015 74129 74128 74120 74126 74116 74107 74105 74104 74103 74146 74106 74108 74101 74102 74121 74141 74147 74148 74149 74150 74152 74153 74155 74156 74157 74158 74159 74169 74170 74171 74172 74182 74186 74187 74192 74193,1840021672
Norman,Norman,OK,Oklahoma,40027,Cleveland,35.2335,-97.3471,114444,122180,263,polygon,TRUE,America/Chicago,73019 73026 73072 73071 74857 73069 73068 73070,1840020451
Broken Arrow,Broken Arrow,OK,Oklahoma,40143,Tulsa,36.0367,-95.7808,107403,107403,672,polygon,TRUE,America/Chicago,74014 74011 74012 74013,1840019059
Lawton,Lawton,OK,Oklahoma,40031,Comanche,34.6171,-98.4204,92299,94653,450,polygon,TRUE,America/Chicago,73503 73507 73501 73505 73502 73506,1840020477
Portland,Portland,OR,Oregon,41051,Multnomah,45.5372,-122.65,2027629,639863,1851,polygon,TRUE,America/Los_Angeles,97227 97221 97220 97229 97203 97202 97201 97206 97205 97204 97209 97208 97266 97219 97212 97236 97232 97233 97230 97239 97218 97214 97215 97216 97217 97210 97211 97213 97207 97228 97238 97240 97242 97250 97251 97252 97253 97254 97256 97258 97280 97282 97283 97286 97290 97291 97292 97293 97294 97296,1840019941
Eugene,Eugene,OR,Oregon,41039,Lane,44.0562,-123.1172,263860,166575,1459,polygon,TRUE,America/Los_Angeles,97405 97404 97401 97403 97402 97440,1840020007
Salem,Salem,OR,Oregon,41047,Marion,44.9231,-123.0245,256175,167419,1330,polygon,TRUE,America/Los_Angeles,97302 97301 97306 97304 97317 97309 97310 97311 97312 97313 97314,1840021224
Medford,Medford,OR,Oregon,41029,Jackson,42.3372,-122.8537,167922,81636,1223,polygon,TRUE,America/Los_Angeles,97504 97501,1840020076
Gresham,Gresham,OR,Oregon,41051,Multnomah,45.5023,-122.4414,111523,111523,1849,polygon,TRUE,America/Los_Angeles,97233 97230 97030 97080,1840019939
Philadelphia,Philadelphia,PA,Pennsylvania,42101,Philadelphia,40.0076,-75.134,5591554,1567872,4511,polygon,TRUE,America/New_York,19154 19151 19150 19153 19152 19102 19103 19106 19107 19104 19109 19128 19129 19120 19121 19122 19123 19124 19125 19126 19127 19112 19111 19115 19114 19116 19119 19118 19148 19149 19146 19147 19144 19145 19142 19143 19140 19141 19139 19138 19137 19136 19135 19134 19133 19132 19131 19130 19019 19092 19093 19099 19101 19105 19108 19110 19155 19160 19161 19162 19170 19171 19172 19173 19175 19176 19177 19178 19179 19181 19182 19183 19184 19185 19187 19188 19190 19191 19192 19193 19194 19195 19196 19197 19244 19255,1840000673
Pittsburgh,Pittsburgh,PA,Pennsylvania,42003,Allegheny,40.4396,-79.9763,1722206,303625,2116,polygon,TRUE,America/New_York,15216 15217 15214 15212 15210 15211 15218 15219 15290 15233 15260 15232 15205 15204 15207 15206 15201 15203 15208 15224 15213 15234 15222 15221 15220 15226 15120 15230 15231 15240 15242 15244 15250 15251 15252 15253 15254 15255 15257 15258 15259 15261 15262 15264 15265 15267 15268 15270 15272 15274 15275 15276 15277 15278 15279 15281 15282 15283 15286 15289 15295,1840001254
Allentown,Allentown,PA,Pennsylvania,42077,Lehigh,40.5962,-75.4756,678169,120443,2650,polygon,TRUE,America/New_York,18105 18104 18101 18103 18102 18109,1840001044
Harrisburg,Harrisburg,PA,Pennsylvania,42043,Dauphin,40.2752,-76.8843,438995,48904,2322,polygon,TRUE,America/New_York,17101 17102 17103 17104 17120 17110 17105 17106 17107 17108 17121 17122 17123 17124 17125 17126 17127 17128 17129 17130 17140 17177,1840001288
Lancaster,Lancaster,PA,Pennsylvania,42071,Lancaster,40.0421,-76.3012,401205,59218,3163,polygon,TRUE,America/New_York,17603 17602 17601 17604 17605 17607 17608 17622 17699,1840003718
Providence,Providence,RI,Rhode Island,44007,Providence,41.8229,-71.4186,1198789,179219,3760,polygon,TRUE,America/New_York,02903 02906 02907 02904 02905 02908 02909 02912 02901 02902 02918 02940,1840003289
Warwick,Warwick,RI,Rhode Island,44003,Kent,41.7061,-71.4334,81579,81579,898,polygon,TRUE,America/New_York,02818 02886 02889 02888 02887,1840003344
Cranston,Cranston,RI,Rhode Island,44007,Providence,41.7658,-71.4858,81034,81034,1103,polygon,TRUE,America/New_York,02905 02831 02920 02910 02921,1840003287
Pawtucket,Pawtucket,RI,Rhode Island,44007,Providence,41.8743,-71.3744,71427,71427,3176,polygon,TRUE,America/New_York,02861 02860 02862,1840003285
East Providence,East Providence,RI,Rhode Island,44007,Providence,41.8064,-71.3565,47337,47337,1380,polygon,TRUE,America/New_York,02915 02914 02916,1840003288
Charleston,Charleston,SC,South Carolina,45019,Charleston,32.8137,-79.9643,613847,134385,475,polygon,TRUE,America/New_York,29414 29424 29455 29407 29401 29403 29409 29492 29412 29402 29413 29415 29416 29417 29422 29425 29457,1840015163
Columbia,Columbia,SC,South Carolina,45079,Richland,34.0366,-80.9043,571249,134309,388,polygon,TRUE,America/New_York,29205 29202 29203 29201 29207 29208 29209 29212 29225 29210 29229 29147 29206 29204 29211 29214 29215 29216 29217 29218 29219 29220 29221 29222 29224 29226 29227 29228 29230 29240 29250 29260 29290 29292,1840014730
Greenville,Greenville,SC,South Carolina,45045,Greenville,34.8364,-82.3649,462640,67453,900,polygon,TRUE,America/New_York,29614 29607 29605 29601 29609 29602 29603 29604 29606 29608 29610 29612 29616,1840013501
Myrtle Beach,Myrtle Beach,SC,South Carolina,45051,Horry,33.7095,-78.8844,256079,32240,529,polygon,TRUE,America/New_York,29572 29577 29578 29587,1840014717
Spartanburg,Spartanburg,SC,South Carolina,45083,Spartanburg,34.9437,-81.9256,185031,37876,739,polygon,TRUE,America/New_York,29302 29301 29307 29306 29304 29305 29319,1840015482
Sioux Falls,Sioux Falls,SD,South Dakota,46099,Minnehaha,43.5382,-96.7315,177629,174360,898,polygon,TRUE,America/Chicago,57104 57105 57106 57107 57103 57108 57197 57110 57117 57101 57109 57118 57186 57193 57198,1840002648
Rapid City,Rapid City,SD,South Dakota,46103,Pennington,44.0709,-103.22,88533,74048,522,polygon,TRUE,America/Denver,57702 57703 57701 57709,1840002180
Aberdeen,Aberdeen,SD,South Dakota,46013,Brown,45.4647,-98.4678,28291,28415,692,polygon,TRUE,America/Chicago,57401 57402,1840002032
Brookings,Brookings,SD,South Dakota,46011,Brookings,44.3027,-96.7856,24357,23895,690,polygon,TRUE,America/Chicago,57006 57007,1840002506
Watertown,Watertown,SD,South Dakota,46029,Codington,44.9096,-97.1539,21788,22172,480,polygon,TRUE,America/Chicago,57201,1840002156
Memphis,Memphis,TN,Tennessee,47157,Shelby,35.1047,-89.9773,1069661,652717,794,polygon,TRUE,America/Chicago,38122 38125 38127 38107 38106 38105 38104 38103 38109 38108 38152 38132 38133 38131 38141 38111 38112 38114 38115 38116 38117 38118 38119 38018 38016 38134 38128 38120 38126 37501 37544 38101 38113 38124 38130 38136 38137 38145 38148 38150 38151 38157 38159 38161 38163 38166 38167 38168 38173 38174 38175 38177 38181 38182 38184 38186 38187 38188 38190 38193 38194 38197,1840015457
Nashville,Nashville,TN,Tennessee,47037,Davidson,36.1714,-86.7844,1065078,660388,535,polygon,TRUE,America/Chicago,37027 37138 37076 37072 37201 37203 37206 37240 37243 37246 37080 37218 37219 37216 37217 37214 37215 37212 37213 37210 37211 37189 37209 37208 37205 37204 37207 37115 37013 37228 37221 37220 37143 37011 37116 37202 37222 37224 37227 37229 37230 37232 37234 37235 37236 37238 37241 37242 37244 37250,1840036155
Knoxville,Knoxville,TN,Tennessee,47093,Knox,35.969,-83.9498,581787,186239,729,polygon,TRUE,America/New_York,37909 37902 37924 37920 37921 37922 37923 37919 37918 37915 37914 37917 37916 37912 37901 37927 37928 37929 37930 37933 37939 37940 37950 37995 37996 37997 37998,1840014486
Chattanooga,Chattanooga,TN,Tennessee,47065,Hamilton,35.0657,-85.2488,403618,177571,479,polygon,TRUE,America/New_York,37415 37416 37410 37411 37419 37409 37421 37363 37408 37403 37402 37407 37405 37406 37404 37343 37351 37350 37401 37414 37422 37424 37450,1840014569
Clarksville,Clarksville,TN,Tennessee,47125,Montgomery,36.5696,-87.3428,179367,150287,590,polygon,TRUE,America/Chicago,42223 37043 37042 37040 37041 37044,1840014421
Dallas,Dallas,TX,Texas,48113,Dallas,32.7938,-96.7659,5634307,1317929,1490,polygon,TRUE,America/Chicago,75287 75098 75233 75231 75234 75254 75251 75252 75253 75032 75227 75238 75232 75230 75236 75237 75235 75088 75087 75243 75247 75244 75249 75248 75051 75210 75211 75212 75214 75215 75216 75217 75218 75219 75390 75182 75229 75228 75220 75223 75225 75224 75226 75241 75240 75246 75043 75166 75270 75207 75206 75205 75204 75203 75202 75201 75209 75208 75019 75221 75222 75242 75250 75260 75261 75262 75263 75264 75265 75266 75267 75275 75277 75283 75284 75285 75301 75303 75312 75313 75315 75320 75326 75336 75339 75342 75354 75355 75356 75357 75358 75359 75360 75367 75368 75370 75371 75372 75373 75374 75376 75378 75379 75380 75381 75382 75389 75391 75392 75393 75394 75395 75397 75398,1840019440
Houston,Houston,TX,Texas,48201,Harris,29.7871,-95.3936,5424720,2303482,1412,polygon,TRUE,America/Chicago,77069 77068 77061 77060 77063 77062 77065 77064 77067 77066 77346 77036 77037 77034 77035 77032 77033 77030 77031 77038 77449 77489 77046 77044 77040 77048 77201 77598 77018 77019 77015 77016 77017 77010 77011 77012 77013 77092 77093 77345 77546 77080 77025 77024 77027 77026 77021 77020 77023 77022 77029 77028 77094 77096 77090 77091 77098 77099 77078 77079 77072 77073 77070 77071 77076 77077 77074 77075 77407 77047 77045 77043 77041 77336 77339 77338 77003 77002 77007 77006 77005 77004 77009 77008 77450 77084 77089 77088 77083 77082 77081 77087 77086 77085 77042 77053 77054 77055 77056 77057 77058 77059 77396 77050 77051 77504 77001 77052 77202 77203 77204 77205 77206 77207 77208 77209 77210 77212 77213 77215 77216 77217 77218 77219 77220 77221 77222 77223 77224 77225 77226 77227 77228 77229 77230 77231 77233 77234 77235 77236 77237 77238 77240 77241 77242 77243 77244 77245 77248 77249 77251 77252 77253 77254 77255 77256 77257 77258 77259 77261 77262 77263 77265 77266 77267 77268 77269 77270 77271 77272 77273 77274 77275 77277 77279 77280 77282 77284 77287 77288 77289 77290 77291 77292 77293 77297 77299 77315 77411,1840020925
San Antonio,San Antonio,TX,Texas,48029,Bexar,29.4722,-98.5247,1976787,1492510,1250,polygon,TRUE,America/Chicago,78112 78233 78259 78258 78252 78251 78250 78257 78256 78255 78254 78208 78201 78202 78203 78204 78205 78207 78231 78230 78232 78235 78234 78237 78239 78238 78209 78109 78266 78260 78219 78218 78217 78216 78215 78214 78213 78212 78211 78210 78244 78245 78247 78240 78242 78248 78249 78023 78222 78223 78220 78221 78226 78227 78224 78225 78228 78229 78054 78206 78241 78246 78265 78268 78269 78270 78278 78279 78280 78283 78284 78285 78288 78289 78291 78292 78293 78294 78295 78296 78297 78298 78299,1840022220
Austin,Austin,TX,Texas,48453,Travis,30.3038,-97.7545,1633847,947890,1170,polygon,TRUE,America/Chicago,78749 78748 78741 78742 78745 78744 78747 78746 78717 78712 78719 78617 78739 78735 78730 78731 78732 78733 78705 78704 78701 78703 78702 78758 78759 78752 78753 78750 78751 78756 78757 78754 78652 78723 78722 78721 78727 78726 78725 78724 78729 78728 73301 73344 78651 78708 78709 78710 78711 78713 78714 78715 78716 78718 78720 78755 78760 78761 78762 78763 78764 78765 78766 78767 78768 78769 78772 78773 78774 78778 78779 78783 78799,1840019590
Fort Worth,Fort Worth,TX,Texas,48439,Tarrant,32.7813,-97.3466,854113,854113,968,polygon,TRUE,America/Chicago,76164 76040 76134 76135 76137 76131 76132 76133 76109 76108 76105 76104 76107 76103 76102 76155 76106 76053 76052 76123 76120 76244 76006 76008 76179 76177 76036 76140 76262 76127 76118 76119 76116 76117 76114 76115 76112 76110 76111 76129 76101 76113 76121 76122 76124 76130 76136 76147 76150 76161 76162 76163 76166 76181 76185 76191 76192 76193 76195 76196 76197 76198 76199,1840020696
Salt Lake City,Salt Lake City,UT,Utah,49035,Salt Lake,40.7774,-111.9301,1061156,193744,672,polygon,TRUE,America/Denver,84116 84115 84113 84112 84111 84144 84128 84180 84108 84101 84102 84103 84104 84105 84106 84110 84114 84122 84132 84133 84134 84136 84138 84139 84143 84145 84147 84148 84150 84151 84152 84158 84189 84190 84199,1840021383
Ogden,Ogden,UT,Utah,49057,Weber,41.2281,-111.9677,571457,86701,1230,polygon,TRUE,America/Denver,84404 84401 84403 84201 84244 84407 84408 84409 84415,1840020135
Provo,Provo,UT,Utah,49049,Utah,40.2458,-111.6457,501690,116868,1083,polygon,TRUE,America/Denver,84604 84606 84601 84602 84603 84605,1840020174
West Valley City,West Valley City,UT,Utah,49035,Salt Lake,40.6889,-112.0115,136574,136574,1486,polygon,TRUE,America/Denver,84119 84120 84128 84118 84125 84126 84127 84130 84131 84170,1840021389
West Jordan,West Jordan,UT,Utah,49035,Salt Lake,40.6024,-112.0008,113699,113699,1358,polygon,TRUE,America/Denver,84088 84081 84084,1840021388
Burlington,Burlington,VT,Vermont,50007,Chittenden,44.4877,-73.2314,108331,42260,1583,polygon,TRUE,America/New_York,05405 05401 05408 05402 05406,1840002310
Barre,Barre,VT,Vermont,50023,Washington,44.1997,-72.5083,20857,8710,852,polygon,TRUE,America/New_York,5641,1840002186
South Burlington,South Burlington,VT,Vermont,50007,Chittenden,44.4622,-73.2203,18971,18971,444,polygon,TRUE,America/New_York,05403 05407,1840002311
Rutland,Rutland,VT,Vermont,50021,Rutland,43.6091,-72.9782,18765,15601,797,polygon,TRUE,America/New_York,05701 05702,1840002632
Essex Junction,Essex Junction,VT,Vermont,50007,Chittenden,44.4903,-73.114,10412,10412,880,polygon,TRUE,America/New_York,05452 05453,1840004083
Virginia Beach,Virginia Beach,VA,Virginia,51810,Virginia Beach (city),36.7335,-76.0435,1487505,452602,699,polygon,TRUE,America/New_York,23459 23451 23453 23452 23455 23457 23456 23454 23460 23461 23462 23464 23450 23458 23463 23465 23466 23467 23471 23479,1840003871
Richmond,Richmond,VA,Virginia,51760,Richmond (city),37.5294,-77.4755,1041877,223170,1440,polygon,TRUE,America/New_York,23219 23222 23223 23220 23221 23226 23227 23224 23225 23230 23235 23234 23173 23218 23232 23241 23242 23249 23255 23260 23261 23269 23273 23274 23276 23278 23279 23282 23284 23285 23286 23288 23289 23290 23291 23292 23293 23295 23297 23298,1840001698
Norfolk,Norfolk,VA,Virginia,51710,Norfolk (city),36.8945,-76.259,245115,245115,1749,polygon,TRUE,America/New_York,23509 23508 23504 23503 23502 23507 23505 23551 23518 23513 23517 23523 23510 23511 23501 23506 23514 23515 23519 23529 23541,1840003869
Chesapeake,Chesapeake,VA,Virginia,51550,Chesapeake (city),36.6778,-76.3024,237940,237940,269,polygon,TRUE,America/New_York,23323 23325 23324 23322 23321 23320 23326 23327 23328,1840003874
Roanoke,Roanoke,VA,Virginia,51770,Roanoke (city),37.2784,-79.9581,215793,99660,904,polygon,TRUE,America/New_York,24014 24015 24016 24017 24011 24012 24013 24001 24002 24003 24004 24005 24006 24007 24008 24009 24010 24022 24023 24024 24025 24026 24027 24028 24029 24030 24031 24032 24033 24034 24035 24036 24037 24038 24040 24042 24043 24050,1840003858
Seattle,Seattle,WA,Washington,53033,King,47.6217,-122.3238,3541236,704352,3243,polygon,TRUE,America/Los_Angeles,98109 98108 98104 98107 98106 98101 98103 98102 98105 98154 98122 98121 98126 98125 98178 98174 98177 98144 98146 98195 98199 98118 98119 98116 98117 98115 98112 98164 98134 98136 98133 98111 98113 98114 98124 98127 98129 98139 98141 98145 98161 98165 98170 98175 98181 98185 98191 98194,1840021117
Spokane,Spokane,WA,Washington,53063,Spokane,47.6671,-117.433,400936,215973,1213,polygon,TRUE,America/Los_Angeles,99201 99203 99202 99205 99204 99207 99208 99224 99223 99001 99212 99209 99210 99219 99220 99252 99256 99258 99260,1840021093
Kennewick,Kennewick,WA,Washington,53005,Benton,46.1979,-119.1732,229624,80454,1134,polygon,TRUE,America/Los_Angeles,99337 99336 99338,1840018481
Bremerton,Bremerton,WA,Washington,53035,Kitsap,47.5436,-122.7121,214549,40675,552,polygon,TRUE,America/Los_Angeles,98310 98312 98314 98367 98337,1840018410
Tacoma,Tacoma,WA,Washington,53053,Pierce,47.2431,-122.4531,211277,211277,1640,polygon,TRUE,America/Los_Angeles,98422 98403 98404 98405 98408 98409 98402 98406 98407 98465 98418 98416 98444 98421 98401 98411 98412 98413 98415 98417 98419 98448 98471 98481 98490,1840021129
Huntington,Huntington,WV,West Virginia,54011,Cabell,38.4109,-82.4344,198419,48113,1145,polygon,TRUE,America/New_York,25703 25702 25701 25705 25704 25706 25707 25708 25709 25710 25711 25712 25713 25714 25715 25716 25717 25718 25719 25720 25721 25722 25723 25724 25725 25726 25727 25728 25729 25755 25770 25771 25772 25773 25774 25775 25776 25777 25778 25779,1840006211
Charleston,Charleston,WV,West Virginia,54039,Kanawha,38.3484,-81.6323,146462,49138,602,polygon,TRUE,America/New_York,25305 25304 25303 25302 25301 25311 25312 25314 25317 25321 25322 25323 25324 25325 25326 25327 25328 25329 25330 25331 25332 25333 25334 25335 25336 25337 25338 25339 25350 25356 25357 25358 25360 25361 25362 25364 25365 25375 25387 25389 25392 25396,1840006196
Wheeling,Wheeling,WV,West Virginia,54069,Ohio,40.0753,-80.6951,78088,27375,766,polygon,TRUE,America/New_York,26003,1840005510
Morgantown,Morgantown,WV,West Virginia,54061,Monongalia,39.6379,-79.9468,73183,30855,1193,polygon,TRUE,America/New_York,26501 26505 26502 26504 26506 26507,1840005647
Weirton,Weirton,WV,West Virginia,54029,Hancock,40.406,-80.5671,68173,18989,406,polygon,TRUE,America/New_York,26062,1840005405
Milwaukee,Milwaukee,WI,Wisconsin,55079,Milwaukee,43.064,-87.9669,1377104,595047,2388,polygon,TRUE,America/Chicago,53203 53202 53207 53206 53205 53204 53209 53208 53233 53211 53218 53219 53214 53215 53216 53210 53212 53213 53295 53225 53224 53227 53226 53221 53220 53223 53222 53228 53201 53234 53237 53259 53263 53274 53278 53288 53290 53293,1840003046
Madison,Madison,WI,Wisconsin,55025,Dane,43.0809,-89.3921,434967,252551,1268,polygon,TRUE,America/Chicago,53706 53704 53705 53703 53714 53726 53792 53719 53718 53715 53717 53716 53711 53713 53701 53707 53708 53725 53744 53774 53777 53778 53779 53782 53783 53784 53785 53786 53788 53789 53790 53791 53793 53794,1840002915
Appleton,Appleton,WI,Wisconsin,55087,Outagamie,44.2775,-88.3896,221379,74370,1173,polygon,TRUE,America/Chicago,54914 54915 54913 54911 54912 54919,1840002400
Green Bay,Green Bay,WI,Wisconsin,55009,Brown,44.5151,-87.9895,208670,105139,893,polygon,TRUE,America/Chicago,54311 54302 54304 54303 54301 54305 54306 54308 54324 54344,1840002344
Racine,Racine,WI,Wisconsin,55101,Racine,42.7274,-87.8135,131517,77571,1933,polygon,TRUE,America/Chicago,53405 53404 53406 53403 53402 53401 53407 53408,1840002493
Cheyenne,Cheyenne,WY,Wyoming,56021,Laramie,41.1418,-104.7943,79217,64019,929,polygon,TRUE,America/Denver,82009 82001 82007 82002 82003 82006 82008 82010,1840018713
Casper,Casper,WY,Wyoming,56025,Natrona,42.843,-106.3205,69224,59324,881,polygon,TRUE,America/Denver,82604 82601 82609 82602 82605,1840038324
Gillette,Gillette,WY,Wyoming,56005,Campbell,44.2793,-105.5013,36446,32398,600,polygon,TRUE,America/Denver,82718 82716 82717,1840019978
Laramie,Laramie,WY,Wyoming,56001,Albany,41.3095,-105.6097,33587,32382,704,polygon,TRUE,America/Denver,82072 82070 82071,1840020096
Rock Springs,Rock Springs,WY,Wyoming,56037,Sweetwater,41.595,-109.2237,27173,23755,474,polygon,TRUE,America/Denver,82901 82902,1840020101
